idx,feasible,V,rho_mean,ref_obj,model_obj,gap,ref_cost,model_cost,ref_cov,model_cov
386,1,4,1.25,-0.369892,-0.348387,0.021505,172,162,172,162
387,1,4,1.75,-0.35678,-0.286441,0.070339,221,169,215,169
354,1,6,1.75,-0.35942,-0.279089,0.080331,434,379,434,355
355,1,3,1.25,-0.387952,-0.349398,0.038554,161,145,161,145
376,1,6,1.75,-0.39084,-0.279898,0.110941,384,275,384,275
377,1,2,1.25,-0.368831,-0.316883,0.051948,71,61,71,61
398,1,3,1.25,-0.344828,-0.328276,0.016552,125,119,125,119
399,1,3,1.25,-0.354198,-0.341985,0.012214,116,112,116,112
396,1,2,1.25,-0.385185,-0.318519,0.066667,104,86,104,86
397,1,4,1.75,-0.382301,-0.295575,0.086726,216,167,216,167
392,1,2,1.75,-0.390698,-0.331783,0.058915,126,107,126,107
393,1,3,1.75,-0.380861,-0.315789,0.065072,199,165,199,165
390,1,4,1.75,-0.38392,-0.31608,0.067839,191,159,191,158
391,1,3,1.75,-0.385567,-0.369072,0.016495,187,179,187,179
394,1,2,1.25,-0.317647,-0.317647,0.0,54,54,54,54
395,1,6,1.75,-0.398238,-0.322467,0.075771,452,366,452,366
388,1,6,1.75,-0.380723,-0.331566,0.049157,395,344,395,344
389,1,4,1.75,-0.362319,-0.308696,0.053623,250,213,250,213
384,1,6,1.75,-0.388155,-0.321868,0.066287,426,376,426,363
385,1,4,1.75,-0.358804,-0.310963,0.047841,270,234,270,234
